CityTier,NumberOfDeviceRegistered,NumberOfAddress,OrderAmountHikeFromlastYear,Tenure_log,Dormancy_Shock,Recency_Tenure_Ratio,MonthlyOrderFreq,IssueIndex,Satisfaction_Per_Order,Silent_Killer,CashbackPerOrder,Promo_Sensitivity,Stagnant_Loyal,ManyAddressesFlag,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Gender_Male,Churn,split
1,3,2,11.0,2.1972245773362196,0.19999999999999996,0.12499999999999997,0.12499999999999997,1,1.5,0,71.245,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,test
1,4,3,23.0,0.6931471805599453,1.5,2.0,2.0,0,1.0,0,45.74333333333333,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,0,1,0,test
3,4,6,14.0,2.3978952727983707,1.8461538461538458,0.7999999999999998,0.19999999999999996,0,0.6666666666666666,1,58.596666666666664,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,1,0,test
1,4,5,12.0,2.772588722239781,0.16666666666666669,0.06666666666666668,0.13333333333333336,1,0.6666666666666666,0,57.553333333333335,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,1,0,test
1,5,2,17.0,2.8903717578961645,1.0500000000000003,0.41176470588235303,0.11764705882352944,0,0.3333333333333333,1,75.56333333333333,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,test
1,4,6,23.0,1.3862943611198906,4.0,2.6666666666666665,0.6666666666666666,0,0.3333333333333333,1,50.04666666666666,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,0,0,test
3,4,2,22.0,0.6931471805599453,2.25,3.0,2.0,0,1.0,0,58.330000000000005,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,test
1,3,1,13.0,1.791759469228055,1.7142857142857142,1.2,0.2,0,2.0,0,77.35,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,test
3,6,7,13.0,2.1972245773362196,0.9999999999999999,0.37499999999999994,0.37499999999999994,0,0.25,1,46.3225,0.5,0,1,1,0,0,1,0,0,0,0,1,0,0,test
3,4,8,14.0,2.302585092994046,2.25,0.9999999999999998,0.22222222222222218,0,0.6666666666666666,1,67.74333333333333,0.3333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,test
1,3,8,13.0,2.302585092994046,0.3636363636363636,0.22222222222222218,0.11111111111111109,0,2.0,0,75.655,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,test
1,5,3,13.0,0.6931471805599453,0.75,1.0,2.0,0,1.3333333333333333,0,45.870000000000005,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,1,0,1,test
1,4,4,12.0,2.0794415416798357,3.2307692307692317,1.0000000000000002,0.7142857142857144,0,0.5,0,21.28,0.8333333333333334,0,1,0,1,0,0,1,0,0,1,0,1,0,test
3,4,2,12.0,0.0,2.727272727272727,30.0,10.0,0,2.5,0,71.28,0.5,0,0,0,1,0,1,0,0,0,1,0,1,0,test
2,1,10,15.0,2.5649493574615367,1.5,0.5,0.25,0,1.0,0,40.9725,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,test
1,3,4,14.0,2.70805020110221,0.25,0.14285714285714285,0.07142857142857142,0,2.5,0,60.31,0.0,0,1,0,1,0,0,1,0,0,0,1,1,0,test
1,4,7,12.0,2.5649493574615367,0.6,0.25,0.16666666666666666,1,0.3333333333333333,0,54.81333333333333,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,1,1,0,test
3,3,1,12.0,2.6390573296152584,0.38095238095238104,0.07692307692307694,0.5384615384615387,0,0.625,0,19.34125,0.875,0,0,1,0,0,1,0,0,0,1,0,1,0,test
1,4,4,17.0,2.0794415416798357,0.0,0.0,0.1428571428571429,0,0.5,1,64.895,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,test
3,6,7,13.0,2.1972245773362196,0.9999999999999999,0.37499999999999994,0.37499999999999994,0,0.25,1,46.3225,0.75,0,1,1,0,0,1,0,0,0,0,1,0,0,test
1,4,2,14.0,0.0,2.727272727272727,30.0,10.0,1,1.5,0,64.07,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,test
3,1,2,21.0,2.0794415416798357,3.333333333333334,1.1428571428571432,0.5714285714285716,0,0.6,0,33.598,0.4,0,0,1,0,0,1,0,0,0,1,0,1,0,test
1,4,11,13.0,2.772588722239781,1.6842105263157894,0.5333333333333334,0.2,1,0.75,0,37.4025,0.25,0,1,1,0,0,0,0,1,0,1,0,1,1,test
3,3,2,22.0,1.6094379124341003,0.6666666666666667,0.5000000000000001,0.25000000000000006,1,2.0,0,65.7,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,test
1,5,2,19.0,2.5649493574615367,1.4,0.5833333333333334,0.16666666666666666,0,1.0,0,71.07666666666667,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,test
3,3,6,21.0,2.8903717578961645,0.31578947368421056,0.17647058823529416,0.05882352941176472,1,2.5,0,77.27,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,test
1,4,3,18.0,2.1972245773362196,1.8666666666666663,0.4999999999999999,0.7499999999999999,0,0.5714285714285714,0,28.962857142857143,0.2857142857142857,0,1,1,0,0,0,0,0,0,1,0,1,0,test
1,4,3,12.0,3.258096538021482,0.10714285714285714,0.039999999999999994,0.07999999999999999,0,0.6666666666666666,1,50.74333333333333,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,1,0,test
3,3,2,11.0,1.0986122886681098,0.0,0.0,0.4999999999999999,0,1.5,0,63.209999999999994,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,test
3,4,5,19.0,3.4339872044851463,3.5,0.36666666666666664,0.43333333333333335,0,0.35714285714285715,0,14.475714285714286,0.21428571428571427,1,1,0,0,0,0,0,0,0,1,0,0,0,test
1,4,10,23.0,0.6931471805599453,2.25,3.0,2.0,0,1.3333333333333333,0,53.656666666666666,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,1,1,0,test
1,4,3,14.0,1.9459101490553132,2.6666666666666665,1.3333333333333335,0.33333333333333337,0,1.3333333333333333,0,49.56666666666666,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,0,0,test
1,4,1,12.0,2.0794415416798357,0.6666666666666669,0.42857142857142866,0.1428571428571429,0,1.5,0,60.935,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,test
3,3,8,23.0,1.3862943611198906,5.090909090909091,2.3333333333333335,2.3333333333333335,0,0.25,1,19.13,0.5,0,1,1,0,0,1,0,0,0,1,0,1,0,test
1,5,6,13.0,0.0,1.8181818181818181,20.0,20.0,1,0.6666666666666666,0,44.879999999999995,0.6666666666666666,0,1,0,1,0,0,1,0,0,0,0,1,1,test
1,4,3,13.0,2.4849066497880004,10.08,1.6363636363636365,1.1818181818181819,0,0.35714285714285715,0,11.095714285714285,0.7857142857142857,0,1,1,0,0,0,0,1,0,1,0,0,0,test
1,1,2,13.0,0.0,0.0,0.0,10.0,1,0.5,0,64.675,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,test
3,3,3,15.0,3.258096538021482,0.0,0.0,0.039999999999999994,0,0.5,1,67.41,0.5,0,1,0,0,0,0,1,0,0,1,0,1,0,test
1,1,3,13.0,3.367295829986474,0.0,0.0,0.4285714285714285,0,0.15384615384615385,1,18.46153846153846,0.07692307692307693,0,1,1,0,1,0,0,0,0,1,0,1,0,test
3,3,8,13.0,1.6094379124341003,1.0000000000000002,0.7500000000000002,0.25000000000000006,0,2.5,0,76.66,0.5,0,1,0,0,0,1,0,0,0,0,1,1,0,test
3,1,1,18.0,3.4339872044851463,0.5625,0.3,0.03333333333333333,1,0.5,0,76.1,0.0,1,0,1,0,0,1,0,0,0,1,0,1,0,test
1,4,3,21.0,2.302585092994046,0.75,0.33333333333333326,0.22222222222222218,0,0.3333333333333333,1,54.72333333333333,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,1,0,test
1,3,2,14.0,0.0,1.8181818181818181,20.0,10.0,0,2.5,0,62.5,0.5,0,0,0,1,0,0,1,0,0,1,0,1,0,test
1,4,3,12.0,2.1972245773362196,1.636363636363636,0.7499999999999999,0.24999999999999994,0,0.6666666666666666,1,68.26,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,1,test
3,4,3,15.0,2.0794415416798357,3.000000000000001,1.4285714285714288,0.2857142857142858,0,1.0,0,59.95666666666667,0.3333333333333333,0,1,1,0,0,1,0,0,0,0,1,1,0,test
1,4,3,14.0,0.6931471805599453,0.75,1.0,2.0,0,1.6666666666666667,0,49.47,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,0,0,test
3,3,5,13.0,2.302585092994046,1.2727272727272725,0.7777777777777777,0.11111111111111109,0,1.0,1,75.395,0.5,0,1,0,0,0,1,0,0,0,1,0,1,0,test
1,3,2,17.0,2.0794415416798357,0.0,0.0,0.2857142857142858,1,1.0,0,46.050000000000004,0.6666666666666666,0,0,0,0,0,0,0,1,0,1,0,1,0,test
1,4,4,13.0,2.70805020110221,3.130434782608696,0.5714285714285714,0.5714285714285714,0,0.5555555555555556,0,18.83111111111111,0.8888888888888888,0,1,1,0,0,1,0,0,0,1,0,0,0,test
3,3,2,21.0,2.0794415416798357,0.30000000000000004,0.1428571428571429,0.2857142857142858,0,0.3333333333333333,1,66.29333333333334,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,1,1,0,test
3,3,3,14.0,3.332204510175204,0.3448275862068966,0.1851851851851852,0.03703703703703704,0,2.5,0,79.7,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,test
1,4,11,14.0,3.295836866004329,0.5172413793103449,0.19230769230769232,0.07692307692307693,0,1.6666666666666667,0,51.5,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,0,0,test
1,3,3,12.0,0.6931471805599453,3.75,5.0,2.0,1,0.6666666666666666,0,50.75,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,0,1,0,test
1,4,3,16.0,0.6931471805599453,6.125,7.0,6.0,1,0.14285714285714285,0,23.13,0.7142857142857143,0,1,1,0,0,0,0,1,0,1,0,1,1,test
1,4,8,14.0,2.5649493574615367,0.4,0.16666666666666666,0.16666666666666666,1,1.0,0,51.85666666666666,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,0,1,0,test
3,4,4,12.0,3.258096538021482,1.1666666666666665,0.27999999999999997,0.15999999999999998,0,0.8,0,46.192,0.2,0,1,0,0,0,0,0,0,0,0,0,1,0,test
1,4,5,19.0,2.0794415416798357,0.9000000000000002,0.42857142857142866,0.2857142857142858,0,0.3333333333333333,1,53.17333333333334,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,1,0,0,test
1,5,2,16.0,2.6390573296152584,1.5000000000000004,0.6153846153846155,0.15384615384615388,0,1.0,0,51.89666666666667,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,1,0,test
1,6,2,13.0,1.791759469228055,1.8749999999999998,1.0,0.4,0,1.0,0,56.15,0.3333333333333333,0,0,0,0,0,1,0,0,0,1,0,1,0,test
1,4,3,12.0,2.6390573296152584,1.5000000000000004,0.6153846153846155,0.15384615384615388,0,1.0,0,54.18333333333334,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,test
3,3,2,14.0,1.791759469228055,3.111111111111111,1.4,0.6,0,0.5,1,47.495,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,test
1,6,3,22.0,1.791759469228055,5.333333333333333,1.6,1.8,0,0.5,0,17.503,0.2,0,1,0,0,0,1,0,0,0,1,0,1,0,test
1,4,4,14.0,2.9444389791664403,0.5714285714285715,0.22222222222222227,0.11111111111111113,1,0.3333333333333333,0,63.21666666666667,0.3333333333333333,0,1,1,0,0,1,0,0,0,1,0,1,0,test
2,4,8,13.0,3.044522437723423,2.074074074074074,0.4,0.3,0,0.7142857142857143,0,22.747142857142855,0.42857142857142855,0,1,1,0,0,0,0,1,0,0,1,0,0,test
1,4,2,18.0,2.3978952727983707,4.499999999999999,1.1999999999999997,0.4999999999999999,1,0.3333333333333333,0,31.810000000000002,0.8333333333333334,0,0,1,0,0,1,0,0,0,0,0,1,0,test
1,3,1,14.0,2.8903717578961645,1.0526315789473686,0.5882352941176472,0.05882352941176472,1,0.5,0,120.0,0.5,0,0,1,0,0,0,0,0,1,1,0,0,0,test
3,3,1,16.0,2.1972245773362196,0.7999999999999998,0.4999999999999999,0.12499999999999997,0,2.5,0,50.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,test
1,5,7,17.0,0.6931471805599453,1.5,2.0,2.0,0,1.3333333333333333,0,50.153333333333336,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,0,0,1,test
1,4,5,13.0,2.3978952727983707,1.8461538461538458,0.7999999999999998,0.19999999999999996,0,1.0,0,65.31333333333333,0.6666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,test
3,3,8,12.0,2.6390573296152584,0.4000000000000001,0.23076923076923084,0.07692307692307694,0,2.0,0,78.575,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,test
1,4,4,17.0,2.70805020110221,0.1764705882352941,0.07142857142857142,0.14285714285714285,1,1.6666666666666667,0,63.38666666666666,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,0,0,test
1,5,2,12.0,1.6094379124341003,0.33333333333333337,0.25000000000000006,0.25000000000000006,0,1.5,0,61.465,0.0,0,0,0,1,0,0,1,0,0,0,1,1,1,test
1,3,5,11.0,3.1780538303479458,0.15999999999999998,0.08695652173913042,0.04347826086956521,1,2.5,0,120.0,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,test
1,4,10,13.0,2.772588722239781,0.23529411764705882,0.13333333333333336,0.06666666666666668,1,1.0,0,80.31,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,test
1,3,7,24.0,2.833213344056216,0.0,0.0,0.0625,0,2.5,0,120.0,0.5,0,1,1,0,1,0,0,0,0,0,0,1,0,test
1,3,10,14.0,0.0,1.8181818181818181,20.0,20.0,1,0.3333333333333333,0,49.29,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,1,1,test
3,3,1,22.0,3.2188758248682006,0.0,0.0,0.04166666666666667,1,0.5,0,77.205,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,test
3,5,7,19.0,2.5649493574615367,0.2857142857142857,0.16666666666666666,0.08333333333333333,0,1.5,0,78.68,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,test
1,3,8,15.0,2.6390573296152584,3.0588235294117654,1.0000000000000002,0.23076923076923084,0,0.75,0,58.0925,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,test
3,3,2,12.0,0.0,2.727272727272727,30.0,10.0,1,1.5,0,71.3,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,test
1,3,2,16.0,1.6094379124341003,0.8571428571428572,0.5000000000000001,0.5000000000000001,0,1.0,0,40.69,0.6666666666666666,0,0,0,1,0,0,1,0,0,1,0,1,0,test
1,5,7,16.0,3.2188758248682006,1.3333333333333333,0.5000000000000001,0.08333333333333334,0,1.6666666666666667,0,80.0,0.3333333333333333,0,1,1,0,0,0,0,0,0,1,0,0,0,test
1,5,2,18.0,0.6931471805599453,4.166666666666667,5.0,4.0,0,0.2,1,31.324,0.2,0,0,0,0,0,0,0,1,0,1,0,1,0,test
1,4,5,14.0,2.9444389791664403,8.470588235294118,1.0000000000000002,0.8333333333333335,0,0.3125,0,15.0,0.1875,0,1,1,0,1,0,0,0,0,1,0,1,0,test
3,4,10,16.0,2.995732273553991,0.27272727272727276,0.10526315789473686,0.10526315789473686,0,1.0,0,57.833333333333336,0.3333333333333333,0,1,1,0,0,1,0,0,0,0,1,0,0,test
3,5,3,15.0,3.295836866004329,1.7586206896551726,0.6538461538461539,0.07692307692307693,0,1.6666666666666667,0,80.0,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,1,0,test
1,5,3,15.0,0.6931471805599453,6.0,8.0,2.0,1,1.0,0,49.553333333333335,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,1,test
3,5,6,23.0,2.5649493574615367,0.8,0.3333333333333333,0.16666666666666666,0,0.3333333333333333,1,70.62,0.3333333333333333,0,1,1,0,0,1,0,0,0,0,1,0,0,test
3,3,2,14.0,2.1972245773362196,1.5999999999999996,0.9999999999999998,0.12499999999999997,0,1.5,0,93.945,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,test
3,3,5,13.0,4.110873864173311,0.0,0.0,0.016666666666666663,1,0.5,0,120.0,0.5,1,1,1,0,1,0,0,0,0,1,0,0,0,test
3,3,4,17.0,3.044522437723423,0.18181818181818182,0.1,0.05,1,1.5,0,72.955,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0,test
1,3,2,13.0,0.0,1.8181818181818181,20.0,20.0,1,1.0,0,44.803333333333335,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,1,1,1,test
1,4,3,14.0,0.6931471805599453,3.0,4.0,2.0,1,0.3333333333333333,0,54.199999999999996,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,1,0,0,test
3,4,3,12.0,2.6390573296152584,0.0,0.0,0.07692307692307694,0,2.0,0,98.525,0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,test
1,5,3,12.0,0.6931471805599453,0.75,1.0,2.0,1,1.6666666666666667,0,49.39666666666667,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,0,1,test
1,3,5,21.0,2.3978952727983707,0.0,0.0,0.09999999999999998,0,2.0,0,65.11,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,test
1,4,4,19.0,2.3978952727983707,0.46153846153846145,0.19999999999999996,0.19999999999999996,0,0.6666666666666666,1,57.26,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,1,1,0,test
1,3,2,12.0,1.6094379124341003,1.0000000000000002,0.7500000000000002,0.25000000000000006,0,2.5,0,70.74,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,test
1,3,6,14.0,3.4339872044851463,2.857142857142857,0.3333333333333333,0.36666666666666664,0,0.4166666666666667,0,20.0,0.08333333333333333,1,1,1,0,0,0,0,0,1,1,0,0,0,test
3,4,3,15.0,2.70805020110221,4.5,0.6428571428571429,0.9285714285714286,0,0.2857142857142857,0,17.142857142857142,0.9285714285714286,0,1,1,0,0,0,0,0,1,0,1,1,0,test
3,5,5,19.0,2.8903717578961645,0.5714285714285715,0.17647058823529416,0.17647058823529416,0,0.25,1,48.26,0.5,0,1,0,0,0,1,0,0,0,1,0,1,0,test
1,3,5,24.0,3.044522437723423,0.0,0.0,0.05,0,1.5,0,62.394999999999996,0.5,0,1,0,1,0,0,1,0,0,0,1,1,1,test
3,5,2,20.0,2.0794415416798357,1.090909090909091,0.42857142857142866,0.42857142857142866,0,0.5,1,37.105,0.75,0,0,0,0,0,0,0,1,0,0,1,0,0,test
1,4,2,18.0,2.1972245773362196,1.3636363636363633,0.6249999999999999,0.24999999999999994,0,0.6666666666666666,1,67.52,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,1,1,0,test
3,4,3,20.0,0.6931471805599453,0.75,1.0,2.0,1,1.0,0,47.25,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,1,1,1,test
3,4,11,12.0,2.302585092994046,4.705882352941177,1.111111111111111,0.7777777777777777,0,0.375,0,21.52125,0.5,0,1,1,0,0,1,0,0,0,0,0,1,0,test
3,3,2,15.0,0.0,6.363636363636363,70.0,10.0,0,1.5,0,93.63,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,test
1,3,4,19.0,1.6094379124341003,0.6666666666666667,0.5000000000000001,0.25000000000000006,1,0.5,0,61.78,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,test
1,1,6,12.0,1.791759469228055,0.8571428571428571,0.6,0.2,0,1.5,0,75.875,0.5,0,1,1,0,0,1,0,0,0,0,0,0,0,test
1,3,2,18.0,0.0,0.9090909090909091,10.0,10.0,0,1.5,0,74.415,0.5,0,0,0,1,0,1,0,0,0,0,0,1,1,test
1,5,10,14.0,2.833213344056216,0.31578947368421056,0.125,0.125,0,0.3333333333333333,1,80.0,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,1,1,0,test
1,3,3,16.0,2.772588722239781,0.23529411764705882,0.13333333333333336,0.06666666666666668,0,1.5,0,76.325,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,test
1,4,3,14.0,2.6390573296152584,2.5000000000000004,0.6923076923076925,0.30769230769230776,1,1.0,0,46.760000000000005,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,test
1,3,2,13.0,0.0,1.8181818181818181,20.0,10.0,1,1.0,0,63.295,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,test
1,5,10,25.0,1.9459101490553132,1.3333333333333333,0.6666666666666667,0.33333333333333337,0,0.3333333333333333,1,73.92999999999999,0.6666666666666666,0,1,1,0,0,1,0,0,0,0,1,1,0,test
3,4,4,12.0,1.791759469228055,1.8749999999999998,1.0,0.4,1,0.3333333333333333,0,63.61000000000001,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,0,0,test
1,6,4,21.0,1.6094379124341003,1.2857142857142858,0.7500000000000002,0.5000000000000001,0,0.6666666666666666,1,61.97,0.3333333333333333,0,1,1,0,0,1,0,0,0,0,1,0,0,test
1,3,2,14.0,3.1354942159291497,2.3571428571428577,0.5,0.22727272727272727,0,0.8333333333333334,0,27.611666666666665,0.8333333333333334,0,0,1,0,0,1,0,0,0,1,0,0,0,test
3,5,9,18.0,0.0,1.8181818181818181,20.0,20.0,0,1.6666666666666667,0,49.89666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,1,1,test
1,4,3,16.0,0.6931471805599453,7.111111111111111,8.0,7.0,1,0.375,0,23.34875,0.5,0,1,1,0,0,1,0,0,0,0,0,1,1,test
3,3,1,19.0,1.6094379124341003,0.6666666666666667,0.5000000000000001,0.25000000000000006,0,1.5,0,65.335,0.5,0,0,0,1,0,0,1,0,0,1,0,1,0,test
1,4,5,20.0,1.791759469228055,1.1249999999999998,0.6,0.4,1,0.6666666666666666,0,49.52,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,0,1,0,test
1,4,6,18.0,2.4849066497880004,0.6428571428571429,0.2727272727272727,0.18181818181818182,0,0.3333333333333333,1,66.63666666666667,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,0,0,test
3,3,11,12.0,3.4339872044851463,0.9411764705882353,0.26666666666666666,0.1,0,1.25,0,60.0,0.75,1,1,0,0,1,0,0,0,0,0,0,0,0,test
1,4,3,14.0,2.833213344056216,7.172413793103448,1.0,0.75,0,0.07692307692307693,1,18.46153846153846,0.07692307692307693,0,1,1,0,0,0,0,0,1,1,0,1,0,test
3,4,10,15.0,3.044522437723423,4.594594594594594,0.5,0.8,0,0.29411764705882354,0,14.117647058823529,0.4117647058823529,0,1,1,0,1,0,0,0,0,1,0,0,0,test
3,1,5,11.0,1.6094379124341003,4.666666666666667,1.7500000000000004,1.7500000000000004,0,0.125,1,21.16125,0.375,0,1,1,0,0,1,0,0,0,1,0,1,0,test
1,3,3,11.0,0.0,0.0,0.0,10.0,1,2.5,0,65.86,0.0,0,1,0,0,0,0,1,0,0,0,1,1,1,test
1,3,3,19.0,0.6931471805599453,2.25,3.0,2.0,0,1.0,0,53.35,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,1,1,0,test
1,4,5,23.0,2.1972245773362196,0.27272727272727265,0.12499999999999997,0.24999999999999994,1,1.0,0,52.20333333333334,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,1,1,test
1,3,2,15.0,1.0986122886681098,1.0,0.9999999999999998,0.4999999999999999,0,0.5,1,68.8,0.5,0,0,0,1,0,0,0,1,0,1,0,0,0,test
1,4,8,14.0,2.833213344056216,4.260869565217392,0.875,0.375,0,0.42857142857142855,0,34.285714285714285,0.8571428571428571,0,1,1,0,0,0,0,0,1,1,0,0,0,test
1,4,8,15.0,3.367295829986474,0.3999999999999999,0.07142857142857142,0.21428571428571425,0,0.7142857142857143,0,34.285714285714285,0.42857142857142855,0,1,0,0,1,0,0,0,0,0,1,1,0,test
3,4,5,15.0,3.4657359027997265,0.4411764705882353,0.16129032258064516,0.06451612903225806,1,0.6666666666666666,0,80.0,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,0,1,0,test
1,4,7,15.0,2.1972245773362196,1.0909090909090906,0.4999999999999999,0.24999999999999994,0,1.6666666666666667,0,51.653333333333336,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,0,1,0,test
1,4,1,15.0,3.1780538303479458,2.871794871794872,0.3043478260869565,0.6521739130434782,0,0.1875,0,15.0,0.1875,0,0,1,0,1,0,0,0,0,0,0,1,0,test
1,4,3,15.0,2.4849066497880004,0.3076923076923077,0.18181818181818182,0.09090909090909091,0,2.5,0,81.44,0.5,0,1,0,0,0,1,0,0,0,1,0,1,0,test
1,4,1,15.0,2.302585092994046,0.3636363636363636,0.22222222222222218,0.11111111111111109,0,1.5,0,71.87,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,test
3,1,2,21.0,2.0794415416798357,3.333333333333334,1.1428571428571432,0.5714285714285716,0,0.6,0,33.598,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,test
1,3,2,15.0,1.791759469228055,3.5,1.4,0.8,0,0.2,1,30.618000000000002,0.2,0,0,0,0,0,1,0,0,0,1,0,1,0,test
1,3,2,14.0,3.1354942159291497,0.3333333333333333,0.18181818181818182,0.045454545454545456,0,2.5,0,66.055,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,test
1,4,9,14.0,3.044522437723423,0.5,0.15,0.15,1,0.25,0,60.0,0.5,0,1,1,0,0,0,0,0,1,1,0,1,0,test
1,1,7,12.0,2.4849066497880004,3.75,1.0909090909090908,0.36363636363636365,1,1.0,0,31.96,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,test
3,4,5,25.0,0.6931471805599453,7.111111111111111,8.0,7.0,1,0.125,0,21.35125,0.75,0,1,0,0,0,1,0,0,0,0,1,1,1,test
1,3,4,19.0,3.367295829986474,0.5333333333333332,0.2857142857142857,0.03571428571428571,1,1.0,0,77.075,0.5,0,1,1,0,0,1,0,0,0,0,0,1,0,test
1,3,2,11.0,2.0794415416798357,0.44444444444444453,0.2857142857142858,0.1428571428571429,1,1.5,0,64.68,0.5,0,0,0,1,0,0,1,0,0,0,1,1,1,test
3,4,3,19.0,0.6931471805599453,6.0,8.0,2.0,0,1.3333333333333333,0,62.379999999999995,0.3333333333333333,0,1,1,0,0,1,0,0,0,1,0,0,0,test
3,3,3,11.0,1.791759469228055,0.8571428571428571,0.6,0.2,0,0.5,1,72.015,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,test
3,5,3,13.0,0.6931471805599453,3.0,4.0,2.0,0,1.6666666666666667,0,55.85333333333333,0.6666666666666666,0,1,1,0,0,1,0,0,0,0,0,1,0,test
3,3,2,19.0,2.70805020110221,0.8888888888888888,0.2857142857142857,0.21428571428571427,0,1.0,0,60.0,0.25,0,0,1,0,1,0,0,0,0,0,1,1,0,test
3,4,3,13.0,0.6931471805599453,3.0,4.0,2.0,1,1.0,0,55.54,0.6666666666666666,0,1,1,0,0,1,0,0,0,0,0,0,0,test
3,3,5,12.0,2.9444389791664403,0.20000000000000004,0.11111111111111113,0.055555555555555566,1,2.5,0,103.805,0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,test
